flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
193956246,4947940,D134,UAV,D134,D134,BXO,,,
193983288,4947942,D132,ZZZZ,D132,D132,BXO,,,
