flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
213626459,4947950,D124,ZZZZ,D124,D124,BXO,BXO,BXO,
213656468,4947940,D134,UAV,D134,D134,BXO,BXO,BXO,
