flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
213812937,4947960,D114,ZZZZ,D114,D114,BXO,,,
213782313,4947954,D120,ZZZZ,D120,D120,BXO,BXO,BXO,
213788747,4947940,D134,UAV,D134,D134,BXO,BXO,BXO,
