flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
186075018,4947941,D133,ZZZZ,D133,D133,,ZRH,ZRH,
186108311,4947949,D125,ZZZZ,D125,D125,BXO,ZRH,ZRH,
