flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
124544847,4947960,D114,ZZZZ,SUI14,D114,,,,
124561378,4947954,D120,ZZZZ,SUI20,D120,ZRH,,,
