flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
133781940,4947951,D123,ZZZZ,SUI23,D123,,,,
133803838,4947947,D127,ZZZZ,SUI27,D127,,,,
