flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
157496956,4947960,D114,ZZZZ,D114,D114,,,,
157528737,4947949,D125,ZZZZ,D125,D125,ZRH,ZRH,ZRH,
