flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
216705728,4947948,D126,ZZZZ,D126,D126,BXO,BXO,BXO,
216689400,4947947,D127,ZZZZ,D127,D127,BXO,BXO,BXO,
