flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
173002704,4947949,D125,ZZZZ,,,BXO,,,
173004754,4947949,D125,ZZZZ,D125,D125,BXO,,,
