flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
160186596,4947942,D132,ZZZZ,D132,D132,,ZRH,ZRH,
160213448,4947957,D117,ZZZZ,D117,D117,,ZRH,ZRH,
