flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
184347209,4947961,D113,ZZZZ,D113,D113,BXO,ZRH,ZRH,
184311446,4947940,D134,UAV,D134,D134,BXO,BXO,BXO,
