flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
143241391,4947954,D120,ZZZZ,D120,D120,,,,
143254730,4947947,D127,ZZZZ,D127,D127,,,,
143097856,4947947,D127,ZZZZ,D127,D127,LUG,,,
