flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
121675852,4947954,D120,,D120,D120,,ZRH,ZRH,
121659772,4947957,D117,ZZZZ,SUI17,D117,,ZRH,ZRH,
