flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
133265501,4947947,D127,ZZZZ,SUI27,D127,,,,
133283025,4947951,D123,ZZZZ,SUI23,D123,,,,
