flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
169586668,4947951,D123,ZZZZ,D123,D123,BXO,BXO,BXO,
169473156,4947960,D114,ZZZZ,D114,D114,BXO,ZRH,ZRH,
