flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
190246657,4947947,D127,ZZZZ,D127,D127,,,,
190256319,4947949,D125,ZZZZ,D125,D125,LUG,,,
