flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
217361161,4947951,D123,ZZZZ,D123,D123,BXO,,,
217394933,4947960,D114,ZZZZ,D114,D114,BXO,ZRH,ZRH,
217476816,4947942,D132,ZZZZ,D132,D132,BXO,,,
217433054,4947950,D124,ZZZZ,D124,D124,,,,
217378334,4947960,D114,ZZZZ,D114,D114,BXO,ZRH,ZRH,
