flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
195043429,4947942,D132,ZZZZ,D132,D132,BXO,,,
195024634,4947947,D127,ZZZZ,D127,D127,BXO,ZRH,ZRH,
