flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
216382081,4947954,D120,ZZZZ,D120,D120,BXO,BXO,BXO,
216509763,4947947,D127,ZZZZ,D127,D127,BXO,BXO,BXO,
