flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
109142164,4947948,D126,ZZZZ,SUI26,D126,,,,
109098306,4947954,D120,,D120,D120,,,,
109250978,4947954,D120,,D120,D120,BRN,,,
