flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
217738945,4947960,D114,ZZZZ,D114,D114,BXO,BXO,BXO,
217645223,4947948,D126,ZZZZ,D126,D126,BXO,ZRH,ZRH,
217651275,4947948,D126,ZZZZ,D126,D126,BXO,ZRH,ZRH,
217722819,4947949,D125,ZZZZ,D125,D125,BXO,BXO,BXO,
