flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
128045476,4947961,D113,ZZZZ,SUI13,D113,ZRH,,,
128072713,4947942,D132,,D132,D132,ZRH,ZRH,ZRH,
