flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
196248994,4947942,D132,ZZZZ,D132,D132,BXO,BXO,BXO,
196222161,4947960,D114,ZZZZ,D114,D114,BRN,BXO,BXO,
