flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
142939382,4947951,D123,ZZZZ,D123,D123,LUG,,,
142919799,4947954,D120,ZZZZ,D120,D120,,,,
