flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
168256982,4947949,D125,ZZZZ,D125,D125,BXO,ZRH,ZRH,
168211856,4947943,D131,ZZZZ,,,,,,
168253694,4947949,D125,ZZZZ,D125,D125,BXO,ZRH,ZRH,
168371422,4947943,D131,ZZZZ,D131,D131,BXO,,,
168285437,4947960,D114,ZZZZ,D114,D114,BXO,,,
168383798,4947951,D123,ZZZZ,D123,D123,ZRH,,,
