flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
174209129,4947947,D127,ZZZZ,D127,D127,,,,
174194998,4947948,D126,ZZZZ,D126,D126,LUG,,,
