snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1475237179,5100,40,47.18706,8.41238,7742,77,0
1475237197,5300,35,47.19226,8.41804,7742,82,9316
1475237209,5400,34,47.19742,8.42342,7742,84,9316
1475237221,5600,37,47.20151,8.42856,7742,86,9316
1475237238,5700,39,47.20495,8.43293,7742,88,9316
1475237264,5800,39,47.21126,8.44044,7742,88,9316
1475237280,6100,35,47.22063,8.45049,7742,88,9316
1475237292,6200,37,47.22464,8.45505,7742,88,9316
1475237307,6199,37,47.22611,8.45680,7742,88,9316
1475237334,7025,37,47.23758,8.46870,6460,82,9316
1475237348,6650,38,47.24070,8.47278,6460,83,9316
1475237363,6450,39,47.24749,8.48300,6460,94,9316
1475237378,6850,41,47.25211,8.48983,6460,96,9316
1475237393,7175,40,47.25932,8.49842,6460,96,9316
1475237413,7075,39,47.26411,8.50363,6460,95,9316
1475237428,7100,43,47.26952,8.51250,6460,89,9316
1475237443,6975,42,47.27389,8.51729,6460,94,9316
1475237458,6850,44,47.27869,8.52363,6460,88,9316
1475237473,6875,35,47.28739,8.53201,6460,121,9316
1475237488,6975,43,47.28939,8.53800,6460,99,9316
1475237503,6925,43,47.29409,8.54511,6460,92,9316
1475237523,6900,48,47.29968,8.55553,6460,91,9316
1475237543,6950,48,47.30341,8.56307,6460,90,9316
1475237558,6900,51,47.30778,8.57201,6460,93,9316
1475237573,7075,52,47.31220,8.58018,6460,94,9316
1475237593,7100,52,47.31532,8.58673,6460,95,9316
1475237608,7075,52,47.32109,8.59673,6460,102,9316
1475237623,7000,47,47.32859,8.60737,6460,111,9316
1475237638,6875,50,47.33520,8.61990,6460,117,9316
1475237658,6875,49,47.34218,8.63103,6460,120,9316
1475237678,6900,38,47.34968,8.64033,6460,121,9316
1475237693,6900,43,47.35908,8.65490,6460,128,9316
1475237708,6900,47,47.36369,8.66279,6460,128,9316
1475237723,6900,50,47.36821,8.67230,6460,125,9316
1475237738,6900,50,47.37291,8.68110,6460,125,9316
1475237753,6900,50,47.37882,8.69223,6460,121,9316
1475237768,6900,50,47.38301,8.69927,6460,110,9316
1475237783,6900,47,47.38771,8.70568,6460,103,9316
1475237798,6900,32,47.39348,8.70610,6460,103,9316
1475237818,6900,340,47.40000,8.69138,6460,69,9316
1475237833,6900,332,47.40200,8.68772,6460,72,9316
1475237843,6900,323,47.40531,8.68089,6460,78,9316
1475237853,6900,319,47.40922,8.67462,6460,84,9316
1475237863,6925,316,47.41211,8.66962,6460,87,9316
1475237876,7000,42,47.42303,8.64837,7742,91,9316
1475237885,6900,42,47.42676,8.66006,7742,91,9316
1475237906,6900,68,47.42479,8.66661,7742,56,9316
