snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1480464013,8500,273,45.84895,8.97588,7742,84,9317
1480464034,8599,199,45.84479,8.97066,7742,58,9317
1480464056,8600,150,45.84191,8.97683,7742,54,9317
1480464069,8600,106,45.84072,8.98373,7742,76,9317
1480464078,8600,100,45.84008,8.98894,7742,81,9317
1480464099,8600,99,45.83978,8.99757,7742,83,9317
1480464112,8599,94,45.83894,9.00971,7742,84,9317
1480464128,8599,91,45.83878,9.01708,7742,94,9317
1480464149,8600,61,45.84169,9.03128,7742,93,9317
1480464161,8600,58,45.84407,9.03581,7742,87,9317
1480464168,8500,48,45.84516,9.03761,7742,80,9317
1480464174,8500,29,45.84695,9.03872,7742,68,9317
1480464196,8599,299,45.85106,9.03373,7742,56,9317
1480464206,8600,285,45.85156,9.02997,7742,65,9317
1480464215,8600,279,45.85188,9.02562,7742,71,9317
1480464221,8600,274,45.85201,9.02100,7742,82,9317
1480464227,8600,274,45.85223,9.01847,7742,82,9317
1480464251,8600,260,45.85067,9.00436,7742,85,9317
1480464258,8600,253,45.84916,9.00115,7742,87,9317
1480464267,8499,223,45.84620,8.99898,7742,88,9317
1480464295,8500,151,45.84024,9.00211,7742,66,9317
1480464318,8500,63,45.84146,9.00907,7742,61,9317
1480464347,8526,226,45.84257,9.00694,7742,33,9317
1480464353,8500,200,45.84121,9.00656,7742,35,9317
1480464375,8600,153,45.83737,9.00949,7742,44,9317
1480464383,8600,128,45.83701,9.01186,7742,46,9317
1480464403,8600,99,45.83928,9.01633,7742,47,9317
1480464424,8589,253,45.84427,9.01437,7742,52,9317
1480464447,8599,270,45.84574,9.00765,7742,54,9317
1480464467,8500,221,45.84216,9.00368,7742,55,9317
1480464487,8600,191,45.83958,9.00610,7742,53,9317
1480464508,8499,48,45.84186,9.01042,7742,40,9317
1480464514,8500,20,45.84264,9.01047,7742,40,9317
1480464540,8600,272,45.84444,9.00664,7742,33,9317
1480464560,8499,212,45.84024,9.00361,7742,49,9317
1480464582,8599,129,45.83687,9.00683,7742,41,9317
1480464603,8499,33,45.83868,9.00953,7742,31,9317
1480464625,8600,273,45.84142,9.00633,7742,34,9317
1480464648,8500,216,45.83863,9.00245,7742,42,9317
1480464673,8600,75,45.83612,9.00508,7742,44,9317
1480464686,8600,72,45.83647,9.00778,7742,32,9317
1480464695,8600,42,45.83791,9.00909,7742,39,9317
1480464701,8599,24,45.83984,9.01003,7742,43,9317
1480464707,8600,24,45.84079,9.01027,7742,43,9317
1480464713,8600,12,45.84308,9.01086,7742,53,9317
1480464719,8600,10,45.84419,9.01114,7742,55,9317
1480464728,8588,7,45.84686,9.01162,7742,65,9317
1480464753,8600,321,45.85471,9.00605,7742,71,9317
1480464760,8500,307,45.85590,9.00271,7742,70,9317
1480464782,8600,211,45.85245,8.99762,7742,55,9317
1480464802,8500,147,45.84939,9.00048,7742,47,9317
1480464814,8581,116,45.84790,9.00509,7742,52,9317
1480464821,8600,107,45.84722,9.00863,7742,63,9317
1480464830,8500,112,45.84589,9.01285,7742,73,9317
1480464842,8500,112,45.84566,9.01487,7742,73,9317
1480464862,8600,16,45.84901,9.02028,7742,56,9317
1480464883,8600,274,45.85053,9.01716,7742,43,9317
1480464893,8600,280,45.85149,9.01146,7742,56,9317
1480464904,8500,283,45.85231,9.00699,7742,69,9317
1480464929,8600,238,45.84890,8.99377,7742,78,9317
1480464935,8577,226,45.84762,8.99245,7742,74,9317
1480464941,8500,207,45.84504,8.99106,7742,76,9317
1480464970,8500,135,45.83756,8.99624,7742,66,9317
1480464998,8600,69,45.83890,9.00740,7742,64,9317
1480465005,8600,51,45.84043,9.00967,7742,62,9317
1480465015,8600,36,45.84231,9.01130,7742,61,9317
1480465024,8500,19,45.84512,9.01234,7742,64,9317
1480465050,8600,325,45.85009,9.00802,7742,50,9317
1480465080,8499,199,45.84352,9.00187,7742,63,9317
1480465101,8600,163,45.83849,9.00313,7742,66,9317
1480465117,8500,125,45.83588,9.00846,7742,65,9317
1480465129,8500,97,45.83488,9.01529,7742,67,9317
1480465150,8600,66,45.83717,9.02285,7742,64,9317
1480465159,8600,17,45.83919,9.02443,7742,62,9317
1480465165,8600,23,45.84159,9.02512,7742,65,9317
1480465174,8500,11,45.84407,9.02539,7742,71,9317
