snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1473750861,4200,231,47.13324,8.38598,7742,80,0
1473750867,4200,233,47.13100,8.38156,7742,88,0
1473750873,4300,233,47.13026,8.38008,7742,88,9316
1473750879,4400,234,47.12854,8.37639,7742,76,9316
1473750889,4449,229,47.12698,8.37417,7742,73,9316
1473750898,4500,232,47.12521,8.37093,7742,75,9316
1473750904,4600,228,47.12306,8.36788,7742,77,9316
1473750913,4700,225,47.12111,8.36474,7742,74,9316
1473750920,4734,226,47.11938,8.36237,7742,76,9316
1473750929,4800,224,47.11742,8.35935,7742,73,9316
1473750935,4900,226,47.11549,8.35630,7742,75,9316
1473750941,4900,226,47.11469,8.35526,7742,73,9316
1473750947,5000,227,47.11264,8.35195,7742,75,9316
1473750959,5099,222,47.10984,8.34847,7742,73,9316
1473750972,5208,220,47.10688,8.34481,7742,74,9316
1473750981,5300,215,47.10464,8.34266,7742,72,9316
1473750996,5417,202,47.09985,8.33936,7742,70,9316
1473751003,5500,199,47.09725,8.33818,7742,70,9316
1473751009,5500,199,47.09597,8.33789,7742,70,9316
1473751032,5500,182,47.08968,8.34313,6460,60,9316
1473751053,5900,245,47.08200,8.36429,7742,45,9316
1473751059,6000,214,47.08125,8.36380,7742,35,9316
1473751082,6200,158,47.07885,8.36558,7742,31,9316
1473751088,6299,153,47.07786,8.36655,7742,26,9316
1473751097,6300,139,47.07677,8.36831,7742,31,9316
1473751103,6399,128,47.07572,8.37122,7742,38,9316
1473751110,6399,113,47.07533,8.37429,7742,50,9316
1473751132,6600,60,47.07751,8.38167,7742,58,9316
1473751139,6700,49,47.07947,8.38471,7742,62,9316
1473751149,6700,39,47.08174,8.38714,7742,73,9316
1473751155,6799,34,47.08445,8.38982,7742,75,9316
1473751164,6800,31,47.08724,8.39223,7742,81,9316
1473751173,6900,30,47.09014,8.39475,7742,84,9316
1473751179,6969,29,47.09320,8.39733,7742,86,9316
1473751191,7042,27,47.09756,8.40076,7742,91,9316
1473751203,7100,24,47.10214,8.40390,7742,90,9316
1473751215,7212,24,47.10680,8.40717,7742,90,9316
1473751227,7300,28,47.11085,8.41038,7742,90,9316
1473751239,7400,28,47.11501,8.41377,7742,86,9316
1473751252,7499,27,47.11894,8.41690,7742,81,9316
1473751263,7600,27,47.12283,8.41995,7742,80,9316
1473751276,7607,29,47.12647,8.42293,7742,76,9316
1473751284,7700,42,47.12804,8.42542,7742,69,9316
1473751293,7800,66,47.12840,8.42740,7742,57,9316
1473751315,7900,171,47.12389,8.42932,7742,49,9316
1473751335,7900,212,47.11328,8.42208,6460,31,9316
1473751355,7875,202,47.10449,8.42053,6460,56,9316
1473751366,7900,197,47.09792,8.41982,6460,63,9316
1473751388,7900,191,47.08740,8.41940,6460,84,9316
1473751403,7900,191,47.08289,8.41722,6460,82,9316
1473751415,7900,192,47.08028,8.41602,6460,81,9316
1473751425,7875,201,47.07711,8.41053,6460,78,9316
1473751431,7875,207,47.07381,8.40543,18301,79,9316
1473751441,7875,216,47.07239,8.40008,18301,83,9316
1473751451,7875,223,47.07101,8.39479,18301,84,9316
1473751476,7875,243,47.07051,8.37920,18301,81,9316
1473751501,7925,265,47.07491,8.37041,18301,60,9316
1473751526,7975,329,47.08008,8.37817,18301,19,9316
1473751532,7899,37,47.08314,8.37003,7742,70,9316
1473751547,7900,50,47.08784,8.37639,7742,84,9316
1473751556,7899,52,47.08980,8.38051,7742,86,9316
1473751563,7900,60,47.09134,8.38512,7742,87,9316
1473751571,7900,69,47.09240,8.38992,7742,88,9316
1473751577,7899,78,47.09286,8.39488,7742,88,9316
1473751584,7899,78,47.09288,8.39754,7742,88,9316
1473751606,7900,77,47.08749,8.41278,6460,54,9316
1473751627,7899,207,47.08419,8.40819,7742,70,9316
1473751637,7900,237,47.08310,8.40452,7742,70,9316
1473751643,7900,252,47.08263,8.40154,7742,66,9316
1473751665,7899,300,47.08522,8.39541,7742,59,9316
1473751673,7899,321,47.08726,8.39430,7742,59,9316
1473751695,7900,38,47.09292,8.39582,7742,61,9316
1473751704,7900,42,47.09497,8.39932,7742,60,9316
1473751713,7899,59,47.09546,8.40233,7742,60,9316
1473751734,7875,63,47.09150,8.41377,6460,38,9316
1473751756,7900,192,47.08666,8.40889,7742,62,9316
1473751765,7900,207,47.08432,8.40669,7742,69,9316
1473751771,7899,228,47.08237,8.40261,7742,77,9316
1473751778,7899,228,47.08138,8.40094,7742,77,9316
1473751784,7900,231,47.07974,8.39697,7742,82,9316
1473751793,7899,243,47.07902,8.39271,7742,81,9316
1473751813,7899,310,47.08145,8.38549,7742,61,9316
1473751819,7899,340,47.08337,8.38499,7742,56,9316
1473751841,7899,43,47.08870,8.38830,7742,62,9316
1473751847,7900,40,47.09063,8.39117,7742,65,9316
1473751856,7900,60,47.09235,8.39476,7742,67,9316
1473751865,7899,55,47.09375,8.39877,7742,76,9316
1473751871,7900,64,47.09473,8.40310,7742,81,9316
1473751877,7900,73,47.09504,8.40540,7742,80,9316
1473751900,7900,105,47.09384,8.41801,7742,77,9316
1473751907,7899,118,47.09226,8.42156,7742,78,9316
1473751915,7900,134,47.09019,8.42410,7742,74,9316
1473751924,7900,156,47.08775,8.42510,7742,72,9316
1473751948,7875,194,47.07460,8.41532,6460,56,9316
1473751964,7875,209,47.07339,8.40849,6460,56,9316
1473751984,7900,240,47.07791,8.40461,6460,32,9316
1473752006,7925,28,47.08982,8.41370,6460,39,9316
1473752017,7925,35,47.09238,8.41743,6460,53,9316
1473752029,7925,40,47.09532,8.42187,6460,61,9316
1473752040,7900,40,47.09639,8.42433,6460,59,9316
1473752060,7900,136,47.09372,8.42256,7742,62,9316
1473752069,7899,155,47.09134,8.42367,7742,65,9316
1473752075,7900,170,47.08868,8.42391,7742,67,9316
1473752095,7850,211,47.07870,8.41179,6460,56,9316
1473752128,7925,248,47.08130,8.39940,6460,50,9316
1473752149,8025,334,47.09001,8.40348,6460,18,9316
1473752177,7925,42,47.09629,8.41440,6460,60,9316
1473752183,7925,78,47.09662,8.41680,6460,56,9316
1473752199,7900,91,47.09738,8.41838,7742,70,9316
1473752205,7900,109,47.09673,8.41990,7742,66,9316
1473752211,7899,130,47.09509,8.42203,7742,63,9316
1473752217,7899,130,47.09405,8.42272,7742,63,9316
1473752223,7900,150,47.09153,8.42404,7742,65,9316
1473752244,7899,209,47.08556,8.42049,7742,68,9316
1473752253,7899,227,47.08387,8.41719,7742,72,9316
1473752262,7900,245,47.08298,8.41320,7742,75,9316
1473752285,7899,302,47.08577,8.40164,7742,74,9316
1473752291,7900,322,47.08813,8.39951,7742,76,9316
1473752300,7900,340,47.09067,8.39862,7742,73,9316
1473752324,7900,28,47.09858,8.40222,7742,76,9316
1473752330,7900,32,47.10122,8.40490,7742,81,9316
1473752346,7899,35,47.10522,8.40932,7742,84,9316
1473752361,7899,37,47.11066,8.41571,7742,87,9316
1473752374,7899,42,47.11444,8.42084,7742,88,9316
1473752389,7900,43,47.11906,8.42741,7742,88,9316
1473752401,7900,43,47.12266,8.43238,7742,88,9316
1473752413,7899,40,47.12622,8.43677,7742,88,9316
1473752425,7900,40,47.12980,8.44144,7742,84,9316
1473752441,7900,40,47.13415,8.44714,7742,81,9316
1473752454,7900,41,47.13773,8.45181,7742,80,9316
1473752468,7900,40,47.14198,8.45696,7742,80,9316
1473752479,7900,42,47.14478,8.46114,7742,76,9316
1473752493,7899,58,47.14696,8.46654,7742,71,9316
1473752500,7900,70,47.14754,8.46967,7742,66,9316
1473752522,7899,102,47.14616,8.47803,7742,65,9316
1473752528,7899,114,47.14459,8.48096,7742,67,9316
1473752537,7899,136,47.14234,8.48244,7742,64,9316
1473752543,7900,157,47.13985,8.48303,7742,66,9316
1473752563,7900,206,47.13336,8.47863,7742,75,9316
1473752569,7899,206,47.13193,8.47706,7742,75,9316
1473752578,7900,221,47.12789,8.47166,7742,88,9316
1473752585,7900,221,47.12668,8.46959,7742,88,9316
1473752596,7900,242,47.12406,8.46242,7742,95,9316
1473752620,7900,296,47.12612,8.44916,7742,86,9316
1473752627,7900,317,47.12844,8.44671,7742,83,9316
1473752633,7900,317,47.12979,8.44606,7742,83,9316
1473752639,7899,338,47.13276,8.44523,7742,85,9316
1473752645,7900,351,47.13438,8.44519,7742,83,9316
1473752669,7900,16,47.14498,8.44776,7742,98,9316
1473752675,7900,14,47.14866,8.44912,7742,98,9316
1473752688,7899,22,47.15356,8.45283,7742,98,9316
1473752697,7899,31,47.15581,8.45615,7742,94,9316
1473752703,7900,44,47.15786,8.46071,7742,88,9316
