snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1480540400,6200,0,46.12165,8.94910,7742,0,0
1480540417,6500,195,46.11840,8.94793,7742,0,0
1480540474,6500,165,46.11758,8.94824,7742,0,9316
1480540487,6900,170,46.09875,8.95294,7742,0,9316
1480540501,7100,177,46.07976,8.95420,7742,0,9316
1480540509,7100,141,46.07740,8.95693,7742,90,9316
1480540518,7200,139,46.07501,8.95983,7742,86,9316
1480540524,7299,144,46.07172,8.96300,7742,91,9316
1480540530,7300,144,46.07057,8.96475,7742,91,9316
1480540542,7400,132,46.06861,8.96803,7742,86,9316
1480540566,7600,89,46.06802,8.97378,7742,67,9316
1480540590,7700,332,46.07771,8.97020,7742,88,9316
1480540600,7800,326,46.07982,8.96791,7742,80,9316
1480540606,7900,299,46.08060,8.96479,7742,72,9316
1480540618,7900,299,46.08085,8.96309,7742,72,9316
1480540642,8099,266,46.07930,8.94864,7742,77,9316
1480540658,8200,252,46.07765,8.94130,7742,87,9316
1480540669,8300,246,46.07643,8.93782,7742,84,9316
1480540678,8400,246,46.07402,8.93309,7742,84,9316
1480540702,8500,284,46.07216,8.92499,7742,64,9316
1480540730,8600,227,46.06488,8.91682,7742,90,9316
1480540758,8900,146,46.04906,8.92253,7742,98,9316
1480540767,8900,142,46.04593,8.92609,7742,102,9316
1480540773,8900,136,46.04322,8.92989,7742,105,9316
1480540782,8900,136,46.04192,8.93200,7742,105,9316
1480540788,8900,136,46.03936,8.93502,7742,105,9316
1480540802,9000,136,46.03656,8.93880,7742,107,9316
1480540814,9100,136,46.03090,8.94850,7742,107,9316
1480540826,9100,136,46.02659,8.95787,7742,107,9316
1480540839,9100,130,46.02109,8.96796,7742,116,9316
1480540851,9100,133,46.01562,8.97488,7742,117,9316
1480540863,9100,144,46.01033,8.98002,7742,121,9316
1480540875,9100,148,46.00680,8.98292,7742,116,9316
1480540887,9100,166,45.99968,8.98650,7742,113,9316
1480540893,9099,166,45.99739,8.98660,7742,113,9316
1480540899,9100,166,45.99480,8.98667,7742,113,9316
1480540923,9100,245,45.98938,8.97517,7742,90,9316
1480540938,9099,241,45.98615,8.96551,7742,98,9316
1480540950,9100,245,45.98407,8.95910,7742,94,9316
1480540963,9100,228,45.98076,8.95379,7742,87,9316
1480540976,9100,216,45.97782,8.95125,7742,92,9316
1480540982,9099,204,45.97181,8.94838,7742,99,9316
1480540992,9100,197,45.96743,8.94683,7742,107,9316
1480540998,9100,194,45.96325,8.94592,7742,112,9316
1480541010,9099,188,45.95905,8.94505,7742,111,9316
1480541037,9100,164,45.94539,8.94825,7742,112,9316
1480541043,9099,164,45.94217,8.95023,7742,112,9316
1480541049,9099,138,45.93926,8.95517,7742,115,9316
1480541055,9100,138,45.93856,8.95719,7742,115,9316
1480541062,9100,128,45.93530,8.96143,7742,109,9316
1480541071,9099,118,45.93330,8.96622,7742,109,9316
1480541083,9100,153,45.92709,8.97035,7742,115,9316
1480541089,9100,159,45.92307,8.97224,7742,117,9316
1480541099,9099,160,45.91949,8.97396,7742,114,9316
1480541105,9100,157,45.91606,8.97605,7742,108,9316
1480541118,9100,150,45.91198,8.97899,7742,96,9316
1480541131,9100,163,45.90760,8.97998,7742,86,9316
1480541154,9100,193,45.89553,8.97641,7742,99,9316
1480541165,9100,196,45.88832,8.97326,7742,111,9316
1480541195,9100,154,45.87546,8.97685,7742,104,9316
1480541207,9155,139,45.87316,8.98028,7742,102,9316
1480541219,9100,139,45.86977,8.98596,7742,97,9316
1480541225,9100,139,45.86737,8.99303,7742,97,9316
1480541245,9100,121,45.86634,8.99628,7742,110,9316
1480541270,9100,72,45.86796,9.02331,7742,119,9316
1480541276,9100,59,45.86990,9.02742,7742,115,9316
1480541293,9182,48,45.87361,9.03315,7742,105,9316
1480541299,9199,48,45.87506,9.03546,7742,105,9316
1480541305,9100,48,45.87835,9.03951,7742,105,9316
1480541311,9119,26,45.87981,9.03991,7742,99,9316
1480541317,9100,10,45.88261,9.04031,7742,87,9316
1480541339,9099,311,45.88847,9.03574,7742,78,9316
1480541345,9100,308,45.88992,9.03227,7742,74,9316
1480541351,9099,298,45.89038,9.03025,7742,76,9316
1480541357,9100,284,45.89090,9.02587,7742,77,9316
1480541363,9100,284,45.89098,9.02378,7742,77,9316
1480541385,9100,243,45.88625,9.01041,7742,89,9316
1480541419,9100,210,45.88044,9.00626,7742,106,9316
1480541448,9032,105,45.86930,9.01856,7742,95,9316
1480541473,9100,291,45.87027,9.02043,7742,61,9316
1480541503,9100,211,45.86636,9.01716,7742,45,9316
1480541525,9099,137,45.86345,9.02307,7742,51,9316
1480541548,9100,38,45.86850,9.03486,7742,73,9316
1480541555,9100,38,45.86963,9.03548,7742,73,9316
1480541562,9100,26,45.87220,9.03658,7742,71,9316
1480541585,9100,317,45.87875,9.03321,7742,66,9316
1480541593,9100,315,45.88073,9.03043,7742,67,9316
1480541605,9100,294,45.88225,9.02519,7742,72,9316
1480541630,9100,228,45.87864,9.01446,7742,80,9316
1480541642,9100,228,45.87529,9.01266,7742,80,9316
1480541666,9100,183,45.86897,9.01547,7742,84,9316
1480541690,9100,138,45.86716,9.02599,7742,78,9316
1480541714,9100,38,45.87235,9.03356,7742,72,9316
1480541739,9099,316,45.87851,9.03044,7742,62,9316
1480541745,9099,319,45.88004,9.02783,7742,65,9316
1480541751,9100,303,45.88037,9.02623,7742,63,9316
1480541763,9100,286,45.88085,9.02269,7742,65,9316
1480541784,9099,215,45.87579,9.01405,7742,81,9316
1480541796,9100,194,45.87252,9.01339,7742,84,9316
1480541825,9100,135,45.86507,9.02156,7742,86,9316
1480541859,9100,39,45.87064,9.03391,7742,83,9316
1480541886,9100,304,45.87814,9.03181,7742,65,9316
1480541895,9100,301,45.87919,9.02924,7742,59,9316
1480541911,9100,291,45.88128,9.02360,7742,57,9316
1480541935,9100,242,45.87741,9.01469,7742,71,9316
1480541947,9099,199,45.87326,9.01319,7742,66,9316
1480541971,9100,167,45.86749,9.01771,7742,83,9316
1480541983,9100,167,45.86705,9.02081,7742,83,9316
1480542006,9100,60,45.87126,9.03383,7742,83,9316
1480542015,9100,36,45.87233,9.03455,7742,77,9316
1480542041,9099,316,45.87920,9.03090,7742,61,9316
1480542050,9100,299,45.88012,9.02787,7742,60,9316
1480542056,9100,293,45.88105,9.02427,7742,64,9316
1480542078,9100,250,45.87839,9.01531,7742,70,9316
1480542090,9100,210,45.87461,9.01255,7742,74,9316
1480542102,9100,210,45.87287,9.01243,7742,74,9316
1480542122,9100,210,45.86626,9.02006,7742,74,9316
1480542143,9100,80,45.86595,9.02779,7742,64,9316
1480542149,9099,53,45.86832,9.03130,7742,74,9316
1480542156,9100,53,45.86950,9.03250,7742,74,9316
