snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1441664519,4100,279,47.12720,8.26116,7742,50,9317
1441664526,4200,279,47.12770,8.25619,7742,50,9317
1441664536,4300,275,47.12800,8.25176,7742,50,9317
1441664543,4300,272,47.12810,8.24683,7742,50,9317
1441664565,4600,270,47.12800,8.23310,7742,50,9317
1441664572,4600,271,47.12810,8.23079,7742,50,9317
1441664578,4600,272,47.12820,8.22607,7742,50,9317
1441664585,4600,277,47.12850,8.22152,7742,50,9317
1441664591,4634,277,47.12870,8.21911,7742,50,9317
1441664598,4700,279,47.12920,8.21460,7742,50,9317
1441664607,4599,280,47.12970,8.20990,7742,50,9317
1441664613,4599,277,47.13020,8.20555,7742,50,9317
1441664620,4600,275,47.13030,8.20327,7742,50,9317
1441664643,4700,207,47.12670,8.19416,7742,41,9317
1441664666,4700,122,47.12090,8.19906,7742,40,9317
1441664676,4700,106,47.12020,8.20246,7742,40,9317
1441664700,4700,57,47.12260,8.21333,7742,46,9317
1441664706,4699,51,47.12440,8.21654,7742,48,9317
1441664713,4684,49,47.12530,8.21819,7742,44,9317
1441664720,4600,44,47.12660,8.22005,7742,42,9317
1441664726,4700,13,47.13000,8.22173,7742,44,9317
1441664746,4700,329,47.13630,8.21848,7742,42,9317
1441664755,4700,301,47.13810,8.21405,7742,53,9317
1441664762,4699,282,47.13890,8.20937,7742,50,9317
1441664773,4699,276,47.13900,8.20669,7742,46,9317
1441664793,4700,210,47.13370,8.19748,7742,49,9317
1441664818,4699,145,47.12460,8.19929,7742,41,9317
1441664828,4700,129,47.12280,8.20214,7742,40,9317
1441664839,4700,109,47.12180,8.20602,7742,36,9317
1441664864,4699,56,47.12430,8.21702,7742,40,9317
1441664877,4700,53,47.12610,8.22041,7742,38,9317
1441664902,4699,321,47.13510,8.21838,7742,48,9317
1441664909,4699,315,47.13650,8.21617,7742,52,9317
1441664915,4700,313,47.13800,8.21373,7742,47,9317
1441664921,4700,295,47.14050,8.20724,7742,56,9317
1441664928,4699,291,47.14120,8.20435,7742,57,9317
1441664935,4700,284,47.14220,8.19864,7742,61,9317
1441664942,4700,279,47.14300,8.19272,7742,57,9317
1441664951,4700,282,47.14360,8.18883,7742,54,9317
1441664961,4700,282,47.14460,8.18217,7742,52,9317
1441664968,4700,276,47.14470,8.17862,7742,59,9317
1441664974,4699,276,47.14510,8.17350,7742,59,9317
1441664981,4699,276,47.14540,8.16932,7742,59,9317
1441664988,4700,276,47.14570,8.16461,7742,59,9317
1441664995,4700,277,47.14610,8.15875,7742,61,9317
1441665002,4700,284,47.14690,8.15346,7742,60,9317
1441665009,4700,289,47.14750,8.15082,7742,56,9317
1441665017,4700,307,47.15000,8.14515,7742,50,9317
1441665024,4700,311,47.15120,8.14335,7742,50,9317
1441665032,4700,323,47.15340,8.14079,7742,50,9317
1441665038,4700,329,47.15600,8.13844,7742,47,9317
1441665044,4699,329,47.15720,8.13736,7742,48,9317
1441665050,4699,331,47.15980,8.13519,7742,48,9317
1441665064,4700,326,47.16290,8.13209,7742,44,9317
1441665070,4700,323,47.16510,8.12954,7742,42,9317
1441665080,4700,338,47.16860,8.12719,7742,40,9317
1441665096,4700,337,47.17140,8.12538,7742,36,9317
1441665116,4700,46,47.17770,8.12970,7742,39,9317
1441665135,4800,40,47.18070,8.13331,7742,39,9317
1441665144,4800,67,47.18200,8.13923,7742,54,9317
1441665154,4899,55,47.18420,8.14415,7742,47,9317
1441665164,5000,57,47.18570,8.14804,7742,48,9317
1441665171,5088,57,47.18730,8.15157,7742,44,9317
1441665187,5200,61,47.18980,8.15815,7742,40,9317
1441665199,5300,69,47.19120,8.16329,7742,40,9317
1441665206,5400,46,47.19310,8.16598,7742,40,9317
1441665223,5600,70,47.19510,8.17182,7742,40,9317
1441665230,5599,67,47.19590,8.17479,7742,37,9317
1441665239,5699,84,47.19610,8.17781,7742,32,9317
1441665263,5350,86,47.19210,8.18962,18301,59,9317
1441665271,5699,104,47.19440,8.19098,7742,38,9317
1441665277,5699,104,47.19380,8.19436,7742,38,9317
1441665283,5700,102,47.19360,8.19597,7742,38,9317
1441665290,5700,101,47.19300,8.19958,7742,38,9317
1441665303,5700,102,47.19220,8.20453,7742,38,9317
1441665314,5700,100,47.19150,8.20956,7742,38,9317
1441665326,5699,100,47.19090,8.21453,7742,38,9317
1441665340,5699,100,47.19020,8.21964,7742,38,9317
1441665356,5700,98,47.18940,8.22680,7742,38,9317
1441665369,5700,96,47.18880,8.23350,7742,38,9317
1441665380,5699,93,47.18870,8.23657,7742,38,9317
1441665392,5700,94,47.18830,8.24168,7742,38,9317
1441665408,5699,94,47.18790,8.24804,7742,38,9317
1441665421,5699,94,47.18740,8.25488,7742,38,9317
1441665433,5700,94,47.18710,8.25995,7742,38,9317
1441665444,5700,92,47.18690,8.26335,7742,38,9317
1441665456,5700,96,47.18650,8.26856,7742,38,9317
1441665469,5700,92,47.18610,8.27514,7742,38,9317
1441665485,5699,97,47.18570,8.28052,7742,38,9317
