snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1434488742,5445,244,46.92270,6.93314,7742,84,0
1434488753,5485,242,46.92100,6.92854,7742,79,0
1434488768,5542,241,46.91820,6.92111,7742,76,9317
1434488782,5583,241,46.91580,6.91478,7742,78,9317
1434488802,5640,240,46.91230,6.90579,7742,80,9317
1434488817,5682,238,46.90870,6.89758,7742,75,9317
1434488832,5703,237,46.90600,6.89176,7742,77,9317
1434488848,5737,236,46.90160,6.88230,7742,77,9317
1434488863,5780,236,46.89710,6.87266,7742,83,9317
1434488878,5810,236,46.89270,6.86332,7742,92,9317
1434488893,5839,236,46.88700,6.85053,7742,96,9317
1434488904,5850,237,46.88430,6.84398,7742,96,9317
1434488919,5862,239,46.88050,6.83389,7742,100,9317
1434488934,5873,239,46.87570,6.82099,7742,108,9317
1434488949,5881,239,46.87100,6.80864,7742,110,9317
1434488960,5883,239,46.86880,6.80264,7742,111,9317
1434488975,5885,239,46.86650,6.79671,7742,113,9317
1434488990,5899,240,46.86170,6.78294,7742,109,9317
1434489001,5918,240,46.85910,6.77644,7742,111,9317
1434489016,5958,238,46.85470,6.76683,7742,111,9317
1434489031,6014,236,46.84750,6.75197,7742,116,9317
1434489046,6054,234,46.84330,6.74367,7742,114,9317
1434489066,6102,234,46.83780,6.73241,7742,118,9317
1434489077,6138,233,46.83460,6.72613,7742,110,9317
1434489091,6181,233,46.82970,6.71670,7742,113,9317
1434489102,6230,233,46.82510,6.70771,7742,116,9317
1434489117,6286,233,46.81920,6.69636,7742,119,9317
1434489133,6404,233,46.81360,6.68567,7742,119,9317
1434489147,6502,233,46.80960,6.67828,7742,118,9317
1434489158,6600,232,46.80580,6.67120,7742,117,9317
1434489173,6746,233,46.80120,6.66162,7742,114,9317
1434489189,6859,233,46.79780,6.65460,7742,109,9317
1434489204,6962,232,46.79170,6.64357,7742,109,9317
1434489215,6987,232,46.78920,6.63904,7742,108,9317
1434489229,7025,233,46.78450,6.62917,7742,109,9317
1434489244,7083,235,46.78020,6.61855,7742,107,9317
1434489270,7104,237,46.77850,6.61310,7742,107,9317
1434489290,7169,239,46.77270,6.59872,7742,105,9317
1434489305,7203,237,46.76760,6.58818,7742,104,9317
1434489316,7230,237,46.76440,6.58111,7742,107,9317
1434489331,7274,238,46.76030,6.57016,7742,107,9317
1434489347,7326,240,46.75640,6.55855,7742,107,9317
1434489362,7438,243,46.75230,6.54411,7742,115,9317
1434489378,7546,247,46.74940,6.53083,7742,118,9317
1434489393,7658,251,46.74760,6.51858,7742,115,9317
1434489413,7722,253,46.74620,6.50973,7742,112,9317
1434489433,7763,253,46.74360,6.49646,7742,108,9317
1434489444,7746,252,46.74280,6.49327,7742,105,9317
1434489459,7721,252,46.74190,6.48952,7742,99,9317
1434489484,7688,248,46.74060,6.48606,7742,94,9317
1434489500,7659,243,46.73930,6.48372,7742,86,9317
1434489512,7609,244,46.73790,6.47960,7742,76,9317
1434489541,7569,249,46.73740,6.47514,7742,76,9317
1434489552,7536,251,46.73650,6.46986,7742,70,9317
1434489567,7522,248,46.73530,6.46676,7742,69,9317
1434489588,7478,238,46.73220,6.46151,7742,65,9317
1434489625,7405,229,46.72840,6.45818,7742,62,9317
1434489643,7321,223,46.72600,6.45561,7742,56,9317
1434489663,7298,226,46.72580,6.45522,7742,52,9317
1434489689,7298,226,46.72630,6.45634,7742,52,9317
1434489721,7243,276,46.72800,6.45301,7742,43,9317
