snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1430135645,5018,27,47.07110,8.30782,7742,75,0
1430135666,5053,27,47.07220,8.30867,7742,69,0
1430135681,5146,27,47.07500,8.31078,7742,63,9316
1430135693,5250,27,47.07790,8.31303,7742,62,9316
1430135704,5315,26,47.08020,8.31471,7742,60,9316
1430135716,5428,25,47.08380,8.31727,7742,60,9316
1430135733,5606,25,47.08950,8.32195,7742,62,9316
1430135748,5711,27,47.09290,8.32484,7742,63,9316
1430135762,5862,21,47.09810,8.32739,7742,64,9316
1430135775,5935,24,47.10040,8.32973,7742,65,9316
1430135786,6032,31,47.10390,8.33381,7742,63,9316
1430135797,6082,34,47.10600,8.33675,7742,63,9316
1430135818,6182,40,47.11200,8.34566,7742,65,9316
1430135834,6228,46,47.11500,8.35208,7742,66,9316
1430135850,6251,53,47.11720,8.35883,7742,66,9316
1430135865,6272,58,47.11880,8.36392,7742,66,9316
1430135880,6295,60,47.12100,8.37080,7742,66,9316
1430135895,6314,60,47.12350,8.37788,7742,66,9316
1430135910,6323,59,47.12640,8.38492,7742,67,9316
1430135925,6334,59,47.12840,8.39044,7742,69,9316
1430135940,6348,61,47.13130,8.39993,7742,70,9316
1430135958,6357,66,47.13310,8.40785,7742,70,9316
1430135973,6370,66,47.13540,8.41570,7742,70,9316
1430135989,6376,66,47.13700,8.42179,7742,72,9316
1430136003,6372,66,47.13910,8.42988,7742,72,9316
1430136017,6370,65,47.14120,8.43576,7742,73,9316
1430136033,6345,56,47.14590,8.44429,7742,73,9316
1430136050,6358,49,47.14930,8.44888,7742,74,9316
1430136064,6371,41,47.15440,8.45414,7742,75,9316
1430136079,6379,29,47.16030,8.45718,7742,76,9316
1430136094,6383,26,47.16580,8.46084,7742,76,9316
1430136109,6378,31,47.16800,8.46405,7742,74,9316
1430136139,6381,89,47.16710,8.46861,7742,56,9316
1430136159,6386,134,47.16390,8.47033,7742,49,9316
1430136175,6390,143,47.16080,8.47241,7742,48,9316
1430136190,6380,147,47.15720,8.47506,7742,48,9316
1430136211,6372,155,47.15200,8.47740,7742,48,9316
1430136239,6376,177,47.14450,8.47679,7742,52,9316
1430136264,6372,191,47.14010,8.47362,7742,50,9316
1430136279,6380,203,47.13550,8.46856,7742,53,9316
1430136294,6384,211,47.13110,8.46309,7742,57,9316
1430136309,6387,218,47.12800,8.45823,7742,57,9316
1430136321,6390,223,47.12540,8.45246,7742,60,9316
1430136338,6390,233,47.12300,8.44405,7742,64,9316
1430136353,6371,245,47.12220,8.43736,7742,67,9316
1430136377,6383,267,47.12400,8.42258,7742,70,9316
1430136399,6388,304,47.12850,8.41772,7742,67,9316
1430136426,6390,160,47.13570,8.41917,7742,63,9316
1430136448,6390,82,47.13950,8.42441,7742,60,9316
1430136483,6390,99,47.13840,8.43317,7742,52,9316
1430136494,6390,111,47.13700,8.43444,7742,50,9316
1430136509,6390,140,47.13260,8.43725,7742,50,9316
1430136524,6390,147,47.13050,8.43809,7742,48,9316
1430136539,6390,152,47.12710,8.43928,7742,50,9316
